word,n_morphemes,class,note
work,1,monomorph,simplex
name,1,monomorph,simplex
number,1,monomorph,simplex
color,1,monomorph,simplex
sound,1,monomorph,simplex
light,1,monomorph,simplex
shadow,1,monomorph,simplex
dream,1,monomorph,simplex
sleep,1,monomorph,simplex
breakfast,2,opaque_multi,lexicalized compound
cupboard,2,opaque_multi,lexicalized compound
butterfly,2,opaque_multi,lexicalized compound
deadline,2,opaque_multi,lexicalized compound
laptop,2,opaque_multi,lexicalized compound
keyboard,2,opaque_multi,partially opaque
rainbow,2,opaque_multi,somewhat compositional
sunflower,2,opaque_multi,somewhat compositional
football,2,opaque_multi,partially opaque
blackboard,2,opaque_multi,partially opaque
honeymoon,2,opaque_multi,lexicalized
nightmare,2,opaque_multi,lexicalized
strawberry,2,opaque_multi,opaque head
pineapple,2,opaque_multi,opaque
eggplant,2,opaque_multi,opaque
hotdog,2,opaque_multi,opaque
cocktail,2,opaque_multi,opaque
armchair,2,opaque_multi,transparent-ish
bedroom,2,opaque_multi,transparent-ish
bathroom,2,opaque_multi,transparent-ish
newspaper,2,opaque_multi,transparent-ish
airport,2,opaque_multi,transparent-ish
railway,2,opaque_multi,transparent-ish
highway,2,opaque_multi,transparent-ish
seashore,2,opaque_multi,transparent-ish
moonlight,2,opaque_multi,transparent-ish
daylight,2,opaque_multi,transparent-ish
firefly,2,opaque_multi,somewhat compositional
dragonfly,2,opaque_multi,opaque
ladybug,2,opaque_multi,opaque
catfish,2,opaque_multi,partially opaque
jellyfish,2,opaque_multi,opaque
goldfish,2,opaque_multi,partially opaque
reindeer,2,opaque_multi,opaque
hedgehog,2,opaque_multi,opaque
earthquake,2,opaque_multi,transparent-ish
waterfall,2,opaque_multi,transparent-ish
rainfall,2,opaque_multi,transparent-ish
snowball,2,opaque_multi,transparent-ish
iceberg,2,opaque_multi,partially opaque
warehouse,2,opaque_multi,partially opaque
greenhouse,2,opaque_multi,partially opaque
lighthouse,2,opaque_multi,transparent-ish
farmhouse,2,opaque_multi,transparent-ish
courthouse,2,opaque_multi,transparent-ish
schoolhouse,2,opaque_multi,transparent-ish
bookcase,2,opaque_multi,transparent-ish
bookshelf,2,opaque_multi,transparent-ish
cookbook,2,opaque_multi,transparent-ish
notebook,2,opaque_multi,transparent-ish
textbook,2,opaque_multi,transparent-ish
handbook,2,opaque_multi,transparent-ish
passport,2,opaque_multi,opaque
password,2,opaque_multi,transparent-ish
headline,2,opaque_multi,partially opaque
outline,2,opaque_multi,opaque
timeline,2,opaque_multi,transparent-ish
pipeline,2,opaque_multi,partially opaque
airline,2,opaque_multi,partially opaque
online,2,opaque_multi,transparent-ish
weekend,2,opaque_multi,transparent-ish
weekday,2,opaque_multi,transparent-ish
birthday,2,opaque_multi,transparent-ish
holiday,2,opaque_multi,opaque etymology
understand,2,opaque_multi,opaque verb-origin noun-adjacent; keep as opaque
overcome,2,opaque_multi,opaque
forget,2,opaque_multi,opaque
become,2,opaque_multi,opaque
electrocardiogram,3,transparent_multi,neoclassical
electroencephalogram,3,transparent_multi,neoclassical
echocardiogram,3,transparent_multi,neoclassical
angiogram,2,transparent_multi,neoclassical
mammogram,2,transparent_multi,neoclassical
cardiology,2,transparent_multi,neoclassical
neurology,2,transparent_multi,neoclassical
biology,2,transparent_multi,neoclassical
geology,2,transparent_multi,neoclassical
psychology,2,transparent_multi,neoclassical
sociology,2,transparent_multi,neoclassical
anthropology,2,transparent_multi,neoclassical
archaeology,2,transparent_multi,neoclassical
hydrology,2,transparent_multi,neoclassical
meteorology,2,transparent_multi,neoclassical
pharmacology,2,transparent_multi,neoclassical
epidemiology,2,transparent_multi,neoclassical
dermatology,2,transparent_multi,neoclassical
ophthalmology,2,transparent_multi,neoclassical
otolaryngology,3,transparent_multi,neoclassical
gastroenterology,3,transparent_multi,neoclassical
endocrinology,2,transparent_multi,neoclassical
hematology,2,transparent_multi,neoclassical
oncology,2,transparent_multi,neoclassical
photosynthesis,2,transparent_multi,neoclassical
photorespiration,2,transparent_multi,neoclassical
phototropism,2,transparent_multi,neoclassical
hydroelectric,2,transparent_multi,neoclassical
hydroponics,2,transparent_multi,neoclassical
thermometer,2,transparent_multi,neoclassical
barometer,2,transparent_multi,neoclassical
speedometer,2,transparent_multi,transparent
odometer,2,transparent_multi,transparent
microscope,2,transparent_multi,neoclassical
telescope,2,transparent_multi,neoclassical
stethoscope,2,transparent_multi,neoclassical
kaleidoscope,2,transparent_multi,neoclassical
periscope,2,transparent_multi,neoclassical
microphone,2,transparent_multi,neoclassical
telephone,2,transparent_multi,neoclassical
gramophone,2,transparent_multi,neoclassical
xylophone,2,transparent_multi,neoclassical
saxophone,2,transparent_multi,partially transparent
megaphone,2,transparent_multi,transparent
microorganism,2,transparent_multi,neoclassical
microbiology,2,transparent_multi,neoclassical
microclimate,2,transparent_multi,transparent
microchip,2,transparent_multi,transparent
microfilm,2,transparent_multi,transparent
biodiversity,2,transparent_multi,transparent
biography,2,transparent_multi,neoclassical
autobiography,3,transparent_multi,neoclassical
geography,2,transparent_multi,neoclassical
photography,2,transparent_multi,neoclassical
calligraphy,2,transparent_multi,neoclassical
cartography,2,transparent_multi,neoclassical
oceanography,2,transparent_multi,neoclassical
demography,2,transparent_multi,neoclassical
typography,2,transparent_multi,neoclassical
cryptography,2,transparent_multi,neoclassical
neuroscience,2,transparent_multi,transparent
neurobiology,2,transparent_multi,neoclassical
neuroanatomy,2,transparent_multi,neoclassical
neuropsychology,2,transparent_multi,neoclassical
biochemistry,2,transparent_multi,transparent
biophysics,2,transparent_multi,transparent
biotechnology,2,transparent_multi,transparent
bioinformatics,2,transparent_multi,transparent
astrobiology,2,transparent_multi,transparent
astrophysics,2,transparent_multi,transparent
astronomy,2,transparent_multi,neoclassical
astronaut,2,transparent_multi,neoclassical
cosmology,2,transparent_multi,neoclassical
thermodynamics,2,transparent_multi,transparent
electrolyte,2,transparent_multi,neoclassical
electrode,2,transparent_multi,neoclassical
electron,2,transparent_multi,neoclassical
proton,1,monomorph,simplex scientific
neutron,1,monomorph,simplex scientific
photon,2,transparent_multi,neoclassical
chromosome,2,transparent_multi,neoclassical
cytoplasm,2,transparent_multi,neoclassical
mitochondrion,2,transparent_multi,neoclassical
endoplasm,2,transparent_multi,neoclassical
ribosome,2,transparent_multi,neoclassical
lysosome,2,transparent_multi,neoclassical
pathogen,2,transparent_multi,neoclassical
carcinogen,2,transparent_multi,neoclassical
allergen,2,transparent_multi,neoclassical
antigen,2,transparent_multi,neoclassical
antibody,2,transparent_multi,transparent
antibiotic,2,transparent_multi,transparent
antivirus,2,transparent_multi,transparent
antifreeze,2,transparent_multi,transparent
submarine,2,transparent_multi,transparent
subway,2,transparent_multi,partially opaque
subset,2,transparent_multi,transparent
subcommittee,2,transparent_multi,transparent
subculture,2,transparent_multi,transparent
infrastructure,2,transparent_multi,transparent
supersonic,2,transparent_multi,transparent
superstructure,2,transparent_multi,transparent
ultrasound,2,transparent_multi,transparent
ultraviolet,2,transparent_multi,transparent
infrared,2,transparent_multi,transparent
preschool,2,transparent_multi,transparent
preface,2,transparent_multi,opaque-ish
prefix,2,transparent_multi,transparent
preview,2,transparent_multi,transparent
precaution,2,transparent_multi,transparent
postscript,2,transparent_multi,transparent
postmodern,2,transparent_multi,transparent
postwar,2,transparent_multi,transparent
teacher,2,transparent_multi,derived
baker,2,transparent_multi,derived
farmer,2,transparent_multi,derived
singer,2,transparent_multi,derived
writer,2,transparent_multi,derived
reader,2,transparent_multi,derived
player,2,transparent_multi,derived
worker,2,transparent_multi,derived
driver,2,transparent_multi,derived
painter,2,transparent_multi,derived
dancer,2,transparent_multi,derived
hunter,2,transparent_multi,derived
builder,2,transparent_multi,derived
owner,2,transparent_multi,derived
leader,2,transparent_multi,derived
manager,2,transparent_multi,derived
darkness,2,transparent_multi,derived
kindness,2,transparent_multi,derived
weakness,2,transparent_multi,derived
happiness,2,transparent_multi,derived
sadness,2,transparent_multi,derived
illness,2,transparent_multi,derived
fitness,2,transparent_multi,derived
greatness,2,transparent_multi,derived
movement,2,transparent_multi,derived
payment,2,transparent_multi,derived
treatment,2,transparent_multi,derived
development,2,transparent_multi,derived
government,2,transparent_multi,derived
agreement,2,transparent_multi,derived
argument,2,transparent_multi,derived
judgment,2,transparent_multi,derived
information,2,transparent_multi,derived
education,2,transparent_multi,derived
nation,2,transparent_multi,opaque-ish derived
creation,2,transparent_multi,derived
relation,2,transparent_multi,derived
operation,2,transparent_multi,derived
organization,2,transparent_multi,derived
communication,2,transparent_multi,derived
transportation,2,transparent_multi,derived
construction,2,transparent_multi,derived
destruction,2,transparent_multi,derived
production,2,transparent_multi,derived
reduction,2,transparent_multi,derived
introduction,2,transparent_multi,derived
happiness,2,transparent_multi,duplicate skip
childhood,2,transparent_multi,derived
neighborhood,2,transparent_multi,derived
brotherhood,2,transparent_multi,derived
friendship,2,transparent_multi,derived
relationship,2,transparent_multi,derived
leadership,2,transparent_multi,derived
partnership,2,transparent_multi,derived
membership,2,transparent_multi,derived
championship,2,transparent_multi,derived
ownership,2,transparent_multi,derived
happiness,2,transparent_multi,dup
rewriting,2,transparent_multi,derived
rebuild,2,transparent_multi,derived
reprint,2,transparent_multi,derived
reuse,2,transparent_multi,derived
recycle,2,transparent_multi,derived
redo,2,transparent_multi,derived
undo,2,transparent_multi,derived
unpack,2,transparent_multi,derived
unlock,2,transparent_multi,derived
unrest,2,transparent_multi,partially opaque
untruth,2,transparent_multi,derived
dislike,2,transparent_multi,derived
disgrace,2,transparent_multi,partially opaque
disorder,2,transparent_multi,partially opaque
disease,2,opaque_multi,opaque derived
discount,2,transparent_multi,partially opaque
misdeed,2,transparent_multi,derived
mistake,2,opaque_multi,opaque
misfortune,2,transparent_multi,derived
misprint,2,transparent_multi,derived
overweight,2,transparent_multi,transparent
overdose,2,transparent_multi,transparent
overflow,2,transparent_multi,transparent
overcoat,2,transparent_multi,transparent
underline,2,transparent_multi,transparent
underground,2,transparent_multi,partially opaque
underworld,2,transparent_multi,partially opaque
underwear,2,transparent_multi,partially opaque
aftermath,2,opaque_multi,opaque
afterthought,2,transparent_multi,transparent
afternoon,2,opaque_multi,lexicalized
foreword,2,transparent_multi,transparent
forecast,2,transparent_multi,partially opaque
forehead,2,transparent_multi,transparent
forestry,2,transparent_multi,derived
bookstore,2,transparent_multi,transparent
drugstore,2,transparent_multi,transparent
hardware,2,opaque_multi,opaque
software,2,opaque_multi,opaque
malware,2,transparent_multi,transparent
freeware,2,transparent_multi,transparent
spyware,2,transparent_multi,transparent
website,2,transparent_multi,transparent
webpage,2,transparent_multi,transparent
email,2,transparent_multi,transparent
smartphone,2,transparent_multi,transparent
headphones,2,transparent_multi,transparent
earbuds,2,transparent_multi,transparent
screenshot,2,transparent_multi,transparent
password,2,opaque_multi,dup
username,2,transparent_multi,transparent
firewall,2,opaque_multi,opaque
database,2,transparent_multi,transparent
spreadsheet,2,transparent_multi,transparent
workload,2,transparent_multi,transparent
workflow,2,transparent_multi,transparent
workforce,2,transparent_multi,transparent
workplace,2,transparent_multi,transparent
workspace,2,transparent_multi,transparent
workshop,2,transparent_multi,partially opaque
workstation,2,transparent_multi,transparent
toolbox,2,transparent_multi,transparent
toolkit,2,transparent_multi,transparent
toolset,2,transparent_multi,transparent
handmade,2,transparent_multi,transparent
homemade,2,transparent_multi,transparent
homemade,2,transparent_multi,dup
handwriting,2,transparent_multi,transparent
handbag,2,transparent_multi,transparent
handbook,2,transparent_multi,dup
handcuffs,2,transparent_multi,transparent
footprint,2,transparent_multi,transparent
footstep,2,transparent_multi,transparent
footnote,2,transparent_multi,transparent
footwear,2,transparent_multi,transparent
headline,2,opaque_multi,dup
haircut,2,transparent_multi,transparent
hairstyle,2,transparent_multi,transparent
lipstick,2,transparent_multi,transparent
eyeglasses,2,transparent_multi,transparent
sunglasses,2,transparent_multi,transparent
raincoat,2,transparent_multi,transparent
raincoat,2,transparent_multi,dup
rainfall,2,transparent_multi,dup
rainstorm,2,transparent_multi,transparent
snowstorm,2,transparent_multi,transparent
thunderstorm,2,transparent_multi,transparent
earthquake,2,transparent_multi,dup
landslide,2,transparent_multi,transparent
floodwater,2,transparent_multi,transparent
seawater,2,transparent_multi,transparent
groundwater,2,transparent_multi,transparent
wastewater,2,transparent_multi,transparent
drinkingwater,2,transparent_multi,transparent? skip if oov
teapot,2,transparent_multi,transparent
teacup,2,transparent_multi,transparent
coffeehouse,2,transparent_multi,transparent
coffeepot,2,transparent_multi,transparent
wineglass,2,transparent_multi,transparent
beerhouse,2,transparent_multi,rare
milkshake,2,transparent_multi,transparent
pancake,2,transparent_multi,partially opaque
cheesecake,2,transparent_multi,transparent
cupcake,2,transparent_multi,transparent
meatball,2,transparent_multi,transparent
meatloaf,2,transparent_multi,transparent
seafood,2,transparent_multi,transparent
shellfish,2,transparent_multi,transparent
bluebird,2,transparent_multi,transparent
blackbird,2,transparent_multi,partially opaque
bluebell,2,transparent_multi,transparent
redwood,2,transparent_multi,transparent
blacksmith,2,transparent_multi,opaque-ish
silversmith,2,transparent_multi,transparent
goldsmith,2,transparent_multi,transparent
shipwreck,2,transparent_multi,transparent
shipyard,2,transparent_multi,transparent
dockyard,2,transparent_multi,transparent
farmyard,2,transparent_multi,transparent
courtyard,2,transparent_multi,transparent
graveyard,2,transparent_multi,transparent
churchyard,2,transparent_multi,transparent
brickyard,2,transparent_multi,transparent
lumberyard,2,transparent_multi,transparent
scrapyard,2,transparent_multi,transparent
junkyard,2,transparent_multi,transparent
bodyguard,2,transparent_multi,transparent
lifeguard,2,transparent_multi,transparent
safeguard,2,transparent_multi,transparent
mudguard,2,transparent_multi,transparent
splashguard,2,transparent_multi,transparent
fireguard,2,transparent_multi,transparent
mouthpiece,2,transparent_multi,transparent
centerpiece,2,transparent_multi,transparent
masterpiece,2,opaque_multi,opaque
timepiece,2,transparent_multi,transparent
altarpiece,2,transparent_multi,transparent
showpiece,2,transparent_multi,transparent
hairpiece,2,transparent_multi,transparent
neckpiece,2,transparent_multi,transparent
earpiece,2,transparent_multi,transparent
eyepiece,2,transparent_multi,transparent
nosebleed,2,transparent_multi,transparent
heartbeat,2,transparent_multi,transparent
headache,2,transparent_multi,transparent
toothache,2,transparent_multi,transparent
stomachache,2,transparent_multi,transparent
backache,2,transparent_multi,transparent
earache,2,transparent_multi,transparent
heartburn,2,transparent_multi,transparent
sunburn,2,transparent_multi,transparent
windburn,2,transparent_multi,transparent
frostbite,2,transparent_multi,transparent
mosquito,1,monomorph,borrowed simplex
banana,1,monomorph,borrowed simplex
tomato,1,monomorph,borrowed simplex
potato,1,monomorph,borrowed simplex
coffee,1,monomorph,borrowed simplex
sugar,1,monomorph,simplex
pepper,1,monomorph,simplex
butter,1,monomorph,simplex
cheese,1,monomorph,simplex
honey,1,monomorph,simplex
apple,1,monomorph,simplex
orange,1,monomorph,simplex
grape,1,monomorph,simplex
lemon,1,monomorph,simplex
peach,1,monomorph,simplex
cherry,1,monomorph,simplex
melon,1,monomorph,simplex
berry,1,monomorph,simplex
nut,1,monomorph,simplex
seed,1,monomorph,simplex
root,1,monomorph,simplex
stem,1,monomorph,simplex
bark,1,monomorph,simplex
wood,1,monomorph,simplex
iron,1,monomorph,simplex
steel,1,monomorph,simplex
copper,1,monomorph,simplex
silver,1,monomorph,simplex
bronze,1,monomorph,simplex
glass,1,monomorph,simplex
cloth,1,monomorph,simplex
wool,1,monomorph,simplex
silk,1,monomorph,simplex
cotton,1,monomorph,simplex
leather,1,monomorph,simplex
plastic,1,monomorph,simplex
rubber,1,monomorph,simplex
paper,1,monomorph,dup
ink,1,monomorph,simplex
paint,1,monomorph,simplex
glue,1,monomorph,simplex
needle,1,monomorph,simplex
thread,1,monomorph,simplex
button,1,monomorph,simplex
pocket,1,monomorph,simplex
sleeve,1,monomorph,simplex
collar,1,monomorph,simplex
belt,1,monomorph,simplex
shoe,1,monomorph,simplex
boot,1,monomorph,simplex
hat,1,monomorph,simplex
cap,1,monomorph,simplex
coat,1,monomorph,simplex
shirt,1,monomorph,simplex
dress,1,monomorph,simplex
skirt,1,monomorph,simplex
pants,1,monomorph,simplex
sock,1,monomorph,simplex
glove,1,monomorph,simplex
scarf,1,monomorph,simplex
ring,1,monomorph,simplex
watch,1,monomorph,simplex
clock,1,monomorph,simplex
key,1,monomorph,simplex
lock,1,monomorph,simplex
box,1,monomorph,simplex
bag,1,monomorph,simplex
cup,1,monomorph,simplex
plate,1,monomorph,simplex
bowl,1,monomorph,simplex
knife,1,monomorph,simplex
fork,1,monomorph,simplex
spoon,1,monomorph,simplex
pot,1,monomorph,simplex
pan,1,monomorph,simplex
oven,1,monomorph,simplex
stove,1,monomorph,simplex
sink,1,monomorph,simplex
lamp,1,monomorph,simplex
candle,1,monomorph,simplex
mirror,1,monomorph,simplex
picture,1,monomorph,simplex
photo,1,monomorph,simplex
camera,1,monomorph,simplex
phone,1,monomorph,simplex
radio,1,monomorph,simplex
television,1,monomorph,simplex
computer,1,monomorph,simplex
screen,1,monomorph,simplex
mouse,1,monomorph,dup
keyboard,2,opaque_multi,dup
engine,1,monomorph,simplex
motor,1,monomorph,simplex
wheel,1,monomorph,simplex
tire,1,monomorph,simplex
brake,1,monomorph,simplex
seat,1,monomorph,simplex
roof,1,monomorph,simplex
bridge,1,monomorph,simplex
tunnel,1,monomorph,simplex
station,1,monomorph,simplex
ticket,1,monomorph,simplex
passport,2,opaque_multi,dup
hotel,1,monomorph,simplex
restaurant,1,monomorph,simplex
kitchen,1,monomorph,simplex
garden,1,monomorph,simplex
park,1,monomorph,simplex
forest,1,monomorph,simplex
desert,1,monomorph,simplex
island,1,monomorph,simplex
beach,1,monomorph,simplex
coast,1,monomorph,simplex
valley,1,monomorph,simplex
canyon,1,monomorph,simplex
volcano,1,monomorph,simplex
glacier,1,monomorph,simplex
ocean,1,monomorph,simplex
wave,1,monomorph,simplex
tide,1,monomorph,simplex
current,1,monomorph,simplex
storm,1,monomorph,simplex
thunder,1,monomorph,simplex
lightning,1,monomorph,simplex
flood,1,monomorph,simplex
drought,1,monomorph,simplex
heat,1,monomorph,simplex
cold,1,monomorph,simplex
ice,1,monomorph,simplex
steam,1,monomorph,simplex
smoke,1,monomorph,simplex
dust,1,monomorph,simplex
mud,1,monomorph,simplex
clay,1,monomorph,simplex
metal,1,monomorph,simplex
mineral,1,monomorph,simplex
crystal,1,monomorph,simplex
diamond,1,monomorph,simplex
pearl,1,monomorph,simplex
jewel,1,monomorph,simplex
treasure,1,monomorph,simplex
gift,1,monomorph,simplex
prize,1,monomorph,simplex
award,1,monomorph,simplex
medal,1,monomorph,simplex
trophy,1,monomorph,simplex
flag,1,monomorph,simplex
banner,1,monomorph,simplex
sign,1,monomorph,simplex
symbol,1,monomorph,simplex
icon,1,monomorph,simplex
image,1,monomorph,simplex
shape,1,monomorph,simplex
size,1,monomorph,simplex
weight,1,monomorph,simplex
length,1,monomorph,simplex
width,1,monomorph,simplex
height,1,monomorph,simplex
depth,1,monomorph,simplex
speed,1,monomorph,simplex
force,1,monomorph,simplex
power,1,monomorph,simplex
energy,1,monomorph,simplex
matter,1,monomorph,simplex
atom,1,monomorph,simplex
molecule,1,monomorph,simplex
cell,1,monomorph,simplex
tissue,1,monomorph,simplex
organ,1,monomorph,simplex
muscle,1,monomorph,simplex
nerve,1,monomorph,simplex
brain,1,monomorph,simplex
liver,1,monomorph,simplex
lung,1,monomorph,simplex
kidney,1,monomorph,simplex
stomach,1,monomorph,simplex
intestine,1,monomorph,simplex
vein,1,monomorph,simplex
artery,1,monomorph,simplex
virus,1,monomorph,simplex
bacteria,1,monomorph,simplex
fungus,1,monomorph,simplex
insect,1,monomorph,simplex
spider,1,monomorph,simplex
snake,1,monomorph,simplex
frog,1,monomorph,simplex
turtle,1,monomorph,simplex
whale,1,monomorph,simplex
dolphin,1,monomorph,simplex
shark,1,monomorph,simplex
eagle,1,monomorph,simplex
owl,1,monomorph,simplex
crow,1,monomorph,simplex
duck,1,monomorph,simplex
goose,1,monomorph,simplex
chicken,1,monomorph,simplex
turkey,1,monomorph,simplex
goat,1,monomorph,simplex
deer,1,monomorph,simplex
elk,1,monomorph,simplex
moose,1,monomorph,simplex
camel,1,monomorph,simplex
zebra,1,monomorph,simplex
giraffe,1,monomorph,simplex
elephant,1,monomorph,simplex
tiger,1,monomorph,simplex
leopard,1,monomorph,simplex
cheetah,1,monomorph,simplex
monkey,1,monomorph,simplex
gorilla,1,monomorph,simplex
human,1,monomorph,simplex
person,1,monomorph,simplex
people,1,monomorph,simplex
woman,1,monomorph,simplex
mother,1,monomorph,simplex
father,1,monomorph,simplex
sister,1,monomorph,simplex
brother,1,monomorph,simplex
son,1,monomorph,simplex
daughter,1,monomorph,simplex
uncle,1,monomorph,simplex
aunt,1,monomorph,simplex
cousin,1,monomorph,simplex
family,1,monomorph,simplex
husband,1,monomorph,simplex
wife,1,monomorph,simplex
guest,1,monomorph,simplex
host,1,monomorph,simplex
stranger,1,monomorph,simplex
neighbor,1,monomorph,simplex
citizen,1,monomorph,simplex
soldier,1,monomorph,simplex
sailor,1,monomorph,simplex
pilot,1,monomorph,simplex
doctor,1,monomorph,simplex
nurse,1,monomorph,simplex
patient,1,monomorph,simplex
lawyer,1,monomorph,simplex
judge,1,monomorph,simplex
priest,1,monomorph,simplex
artist,1,monomorph,simplex
actor,1,monomorph,simplex
poet,1,monomorph,simplex
author,1,monomorph,simplex
scientist,1,monomorph,simplex
engineer,1,monomorph,simplex
student,1,monomorph,simplex
teacher,2,transparent_multi,dup
professor,1,monomorph,simplex
pupil,1,monomorph,simplex
class,1,monomorph,simplex
lesson,1,monomorph,simplex
exam,1,monomorph,simplex
grade,1,monomorph,simplex
degree,1,monomorph,simplex
skill,1,monomorph,simplex
talent,1,monomorph,simplex
habit,1,monomorph,simplex
custom,1,monomorph,simplex
culture,1,monomorph,simplex
language,1,monomorph,simplex
dialect,1,monomorph,simplex
accent,1,monomorph,simplex
grammar,1,monomorph,simplex
sentence,1,monomorph,simplex
paragraph,1,monomorph,simplex
chapter,1,monomorph,simplex
novel,1,monomorph,simplex
poem,1,monomorph,simplex
play,1,monomorph,simplex
movie,1,monomorph,simplex
film,1,monomorph,simplex
theater,1,monomorph,simplex
museum,1,monomorph,simplex
library,1,monomorph,simplex
gallery,1,monomorph,simplex
concert,1,monomorph,simplex
orchestra,1,monomorph,simplex
piano,1,monomorph,simplex
guitar,1,monomorph,simplex
violin,1,monomorph,simplex
drum,1,monomorph,simplex
flute,1,monomorph,simplex
trumpet,1,monomorph,simplex
music,1,monomorph,simplex
dance,1,monomorph,simplex
sport,1,monomorph,simplex
team,1,monomorph,simplex
player,2,transparent_multi,dup
coach,1,monomorph,simplex
score,1,monomorph,simplex
goal,1,monomorph,simplex
match,1,monomorph,simplex
race,1,monomorph,simplex
prize,1,monomorph,dup
winner,2,transparent_multi,derived
loser,2,transparent_multi,derived
champion,1,monomorph,simplex
hero,1,monomorph,simplex
villain,1,monomorph,simplex
myth,1,monomorph,simplex
legend,1,monomorph,simplex
fable,1,monomorph,simplex
tale,1,monomorph,simplex
rumor,1,monomorph,simplex
news,1,monomorph,simplex
report,1,monomorph,simplex
article,1,monomorph,simplex
journal,1,monomorph,simplex
magazine,1,monomorph,simplex
newspaper,2,opaque_multi,dup
message,1,monomorph,simplex
email,2,transparent_multi,dup
letter,1,monomorph,dup
note,1,monomorph,simplex
list,1,monomorph,simplex
map,1,monomorph,simplex
chart,1,monomorph,simplex
graph,1,monomorph,simplex
figure,1,monomorph,simplex
table,1,monomorph,dup
formula,1,monomorph,simplex
equation,1,monomorph,simplex
theory,1,monomorph,simplex
hypothesis,1,monomorph,simplex
experiment,1,monomorph,simplex
result,1,monomorph,simplex
evidence,1,monomorph,simplex
proof,1,monomorph,simplex
truth,1,monomorph,simplex
fact,1,monomorph,simplex
idea,1,monomorph,simplex
thought,1,monomorph,simplex
memory,1,monomorph,simplex
attention,1,monomorph,simplex
reason,1,monomorph,simplex
choice,1,monomorph,simplex
decision,1,monomorph,simplex
plan,1,monomorph,simplex
goal,1,monomorph,dup
purpose,1,monomorph,simplex
problem,1,monomorph,simplex
solution,1,monomorph,simplex
